timestamp,phase,gpu_index,memory_used_mb,memory_total_mb,utilization_pct
1784900261.8543577,startup,0,858.0,65536.0,0.0
1784900261.8543577,startup,1,858.0,65536.0,0.0
1784900261.8543577,startup,2,858.0,65536.0,0.0
1784900261.8543577,startup,3,858.0,65536.0,0.0
1784900261.8543577,startup,4,858.0,65536.0,0.0
1784900261.8543577,startup,5,858.0,65536.0,0.0
1784900261.8543577,startup,6,858.0,65536.0,0.0
1784900261.8543577,startup,7,858.0,65536.0,0.0
1784900263.097422,startup,0,858.0,65536.0,0.0
1784900263.097422,startup,1,858.0,65536.0,0.0
1784900263.097422,startup,2,858.0,65536.0,0.0
1784900263.097422,startup,3,858.0,65536.0,0.0
1784900263.097422,startup,4,858.0,65536.0,0.0
1784900263.097422,startup,5,858.0,65536.0,0.0
1784900263.097422,startup,6,858.0,65536.0,0.0
1784900263.097422,startup,7,858.0,65536.0,0.0
1784900264.3572593,startup,0,858.0,65536.0,0.0
1784900264.3572593,startup,1,858.0,65536.0,0.0
1784900264.3572593,startup,2,858.0,65536.0,0.0
1784900264.3572593,startup,3,858.0,65536.0,0.0
1784900264.3572593,startup,4,858.0,65536.0,0.0
1784900264.3572593,startup,5,858.0,65536.0,0.0
1784900264.3572593,startup,6,858.0,65536.0,0.0
1784900264.3572593,startup,7,859.0,65536.0,0.0
1784900265.651759,startup,0,859.0,65536.0,0.0
1784900265.651759,startup,1,859.0,65536.0,0.0
1784900265.651759,startup,2,859.0,65536.0,0.0
1784900265.651759,startup,3,859.0,65536.0,0.0
1784900265.651759,startup,4,859.0,65536.0,0.0
1784900265.651759,startup,5,859.0,65536.0,0.0
1784900265.651759,startup,6,859.0,65536.0,0.0
1784900265.651759,startup,7,859.0,65536.0,0.0
1784900266.9155688,startup,0,859.0,65536.0,0.0
1784900266.9155688,startup,1,859.0,65536.0,0.0
1784900266.9155688,startup,2,859.0,65536.0,0.0
1784900266.9155688,startup,3,859.0,65536.0,0.0
1784900266.9155688,startup,4,859.0,65536.0,0.0
1784900266.9155688,startup,5,859.0,65536.0,0.0
1784900266.9155688,startup,6,859.0,65536.0,0.0
1784900266.9155688,startup,7,859.0,65536.0,0.0
1784900268.1629689,startup,0,859.0,65536.0,0.0
1784900268.1629689,startup,1,859.0,65536.0,0.0
1784900268.1629689,startup,2,859.0,65536.0,0.0
1784900268.1629689,startup,3,859.0,65536.0,0.0
1784900268.1629689,startup,4,859.0,65536.0,0.0
1784900268.1629689,startup,5,859.0,65536.0,0.0
1784900268.1629689,startup,6,859.0,65536.0,0.0
1784900268.1629689,startup,7,859.0,65536.0,0.0
1784900269.4283864,startup,0,859.0,65536.0,0.0
1784900269.4283864,startup,1,859.0,65536.0,0.0
1784900269.4283864,startup,2,859.0,65536.0,0.0
1784900269.4283864,startup,3,859.0,65536.0,0.0
1784900269.4283864,startup,4,859.0,65536.0,0.0
1784900269.4283864,startup,5,859.0,65536.0,0.0
1784900269.4283864,startup,6,859.0,65536.0,0.0
1784900269.4283864,startup,7,859.0,65536.0,0.0
1784900270.7034721,startup,0,859.0,65536.0,0.0
1784900270.7034721,startup,1,859.0,65536.0,0.0
1784900270.7034721,startup,2,859.0,65536.0,0.0
1784900270.7034721,startup,3,859.0,65536.0,0.0
1784900270.7034721,startup,4,859.0,65536.0,0.0
1784900270.7034721,startup,5,859.0,65536.0,0.0
1784900270.7034721,startup,6,859.0,65536.0,0.0
1784900270.7034721,startup,7,859.0,65536.0,0.0
1784900271.967529,startup,0,859.0,65536.0,0.0
1784900271.967529,startup,1,859.0,65536.0,0.0
